31183,31:02.1,1020
31202,31:02.1,8629
31211,31:02.1,4402
31228,31:02.1,8333
31230,31:02.1,8827
31246,31:02.1,11887
31265,31:02.1,11678
31267,31:02.1,4411
31275,31:02.1,12257
31277,31:02.1,11413
31278,31:02.1,1848
31284,31:02.1,11982
31294,31:02.1,7330
31297,31:02.1,2110
31302,31:02.1,1657
31305,31:02.1,239
31307,31:02.1,10227
31311,31:02.1,10315
31312,31:02.1,7664
31325,31:02.1,9991
31332,31:02.1,6675
31339,31:02.1,5699
31344,31:02.1,2869
31356,31:02.1,6914
31357,31:02.1,4362
31381,31:02.1,1572
31387,31:02.1,11862
31403,31:02.1,9417
31437,31:02.1,3809
31449,31:02.1,2712
31460,31:02.1,5183
31464,31:02.1,5824
31470,31:02.1,6469
31471,31:02.1,8060
31472,31:02.1,627
31480,31:02.1,10658
31483,31:02.1,1313
31486,31:02.1,10898
31487,31:02.1,91
31488,31:02.1,9663
31499,31:02.1,8781
31501,31:02.1,7101
31503,31:02.1,7170
31514,31:02.1,10994
31518,31:02.1,8536
31527,31:02.1,11039
31528,31:02.1,2981
31533,31:02.1,3238
31538,31:02.1,11592
31539,31:02.1,2128
31556,31:02.1,8929
31575,31:02.1,6671
31578,31:02.1,10883
31587,31:02.1,580
31597,31:02.1,10539
31603,31:02.1,6038
31608,31:02.1,12340
31620,31:02.1,1818
31647,31:02.1,1634
31660,31:02.1,7319
31666,31:02.1,9769
31679,31:02.1,2897
31680,31:02.1,9976
31682,31:02.1,4106
31685,31:02.1,1967
31690,31:02.1,478
31704,31:02.1,6067
31706,31:02.1,2278
31720,31:02.1,8590
31747,31:02.1,5917
31750,31:02.1,7463
31758,31:02.1,9670
31762,31:02.1,9571
31778,31:02.1,7716
31785,31:02.1,3753
31795,31:02.1,161
31805,31:02.1,3016
31814,31:02.1,11905
31834,31:02.1,10565
31836,31:02.1,4479
31839,31:02.1,10307
31845,31:02.1,8990
31849,31:02.1,11621
31854,31:02.1,6063
31865,31:02.1,11403
31867,31:02.1,4943
31893,31:02.1,9419
31901,31:02.1,10211
31917,31:02.1,12052
31941,31:02.1,6873
31946,31:02.1,4908
31947,31:02.1,5668
31950,31:02.1,11806
31962,31:02.1,891
31967,31:02.1,5926
32004,31:02.1,4739
32007,31:02.1,10190
32012,31:02.1,5300
32018,31:02.1,12271
32020,31:02.1,4286
32023,31:02.1,4808
32040,31:02.1,5708
32045,31:02.1,3584
32059,31:02.1,5153
32067,31:02.1,2277
32068,31:02.1,5167
32075,31:02.1,2830
32079,31:02.1,19
32080,31:02.1,1637
32087,31:02.1,2576
32092,31:02.1,6074
32098,31:02.1,11483
32110,31:02.1,9000
32121,31:02.1,10212
32125,31:02.1,10906
32134,31:02.1,10587
32144,31:02.1,2741
32157,31:02.1,6279
32158,31:02.1,2464
32159,31:02.1,8502
32184,31:02.1,11170
32185,31:02.1,5207
32193,31:02.1,2999
32196,31:02.1,3844
32197,31:02.1,948
32224,31:02.1,8481
32228,31:02.1,9976
32232,31:02.1,8354
32233,31:02.1,11660
32236,31:02.1,2210
32239,31:02.1,7799
32251,31:02.1,2857
32257,31:02.1,967
32261,31:02.1,6963
32266,31:02.1,10737
32287,31:02.1,75
32292,31:02.1,10098
32295,31:02.1,3397
32296,31:02.1,9620
32308,31:02.1,1307
32316,31:02.1,272
32317,31:02.1,2860
32321,31:02.1,9411
32339,31:02.1,4588
32342,31:02.1,6904
32345,31:02.1,4308
32348,31:02.1,4457
32351,31:02.1,8567
32352,31:02.1,1937
32355,31:02.1,5417
32361,31:02.1,5853
32364,31:02.1,6870
32366,31:02.1,8459
32372,31:02.1,1442
32378,31:02.1,7020
32382,31:02.1,6103
32386,31:02.1,11969
32389,31:02.1,1792
32470,31:02.1,5531
32475,31:02.1,4960
32492,31:02.1,11277
32504,31:02.1,8217
32518,31:02.1,6835
32522,31:02.1,11749
32523,31:02.1,6229
32530,31:02.1,11148
32534,31:02.1,10468
32566,31:02.1,3797
32597,31:02.1,10511
32606,31:02.1,7714
32643,31:02.1,8686
32658,31:02.1,3974
32660,31:02.1,11593
32668,31:02.1,10188
32672,31:02.1,744
32684,31:02.1,5462
32687,31:02.1,7530
32692,31:02.1,8475
32718,31:02.1,7013
32722,31:02.1,2995
32750,31:02.1,1747
32755,31:02.1,11614
32758,31:02.1,9260
32760,31:02.1,3381
32781,31:02.1,256
32782,31:02.1,1341
32789,31:02.1,8328
32794,31:02.1,11793
32807,31:02.1,11816
32810,31:02.1,4413
32840,31:02.1,2661
32858,31:02.1,5471
32883,31:02.1,6457
32908,31:02.1,4055
32918,31:02.1,8991
32925,31:02.1,11697
32926,31:02.1,3554
32950,31:02.1,7102
32963,31:02.1,3746
32966,31:02.1,12023
