9096,31:02.1,366
9109,31:02.1,12002
9113,31:02.1,7591
9131,31:02.1,1125
9222,31:02.1,8060
9258,31:02.1,4342
9283,31:02.1,9353
9378,31:02.1,12340
9390,31:02.1,5602
9424,31:02.1,10250
9430,31:02.1,526
9433,31:02.1,5813
9463,31:02.1,12335
9476,31:02.1,11692
9525,31:02.1,9894
9534,31:02.1,12139
9605,31:02.1,9384
9760,31:02.1,4829
9768,31:02.1,7333
9782,31:02.1,4133
9795,31:02.1,3087
9807,31:02.1,5573
9906,31:02.1,10301
9925,31:02.1,2773
9988,31:02.1,11739
10014,31:02.1,10864
10036,31:02.1,9362
10049,31:02.1,11789
10056,31:02.1,8906
10077,31:02.1,2232
10107,31:02.1,12012
10116,31:02.1,1180
10146,31:02.1,5085
10204,31:02.1,10602
10215,31:02.1,5020
10232,31:02.1,10917
10276,31:02.1,7887
10277,31:02.1,11470
10278,31:02.1,10071
10306,31:02.1,4828
10333,31:02.1,11112
10403,31:02.1,8812
10407,31:02.1,10992
10429,31:02.1,11606
10455,31:02.1,12376
10484,31:02.1,4909
10559,31:02.1,5640
10562,31:02.1,5525
10622,31:02.1,8789
10640,31:02.1,2328
10773,31:02.1,7805
10801,31:02.1,12348
10836,31:02.1,6022
10842,31:02.1,6810
10917,31:02.1,3962
10948,31:02.1,5202
10973,31:02.1,1522
10986,31:02.1,12278
10993,31:02.1,11693
10998,31:02.1,3389
11023,31:02.1,1457
11119,31:02.1,10353
11140,31:02.1,4486
11148,31:02.1,8115
11184,31:02.1,2683
11218,31:02.1,8626
11250,31:02.1,1613
11308,31:02.1,12233
11331,31:02.1,11637
11342,31:02.1,5780
11405,31:02.1,2263
11449,31:02.1,7152
11489,31:02.1,4829
11545,31:02.1,10935
11593,31:02.1,1254
11673,31:02.1,3713
11693,31:02.1,6918
11704,31:02.1,8594
11852,31:02.1,12192
11871,31:02.1,12092
11887,31:02.1,3147
11916,31:02.1,10898
11962,31:02.1,1011
11977,31:02.1,3569
11988,31:02.1,6480
11994,31:02.1,6494
12036,31:02.1,11527
12046,31:02.1,11584
12247,31:02.1,2264
12310,31:02.1,4230
12372,31:02.1,6665
12418,31:02.1,1903
12534,31:02.1,2384
12647,31:02.1,9650
12794,31:02.1,12107
12796,31:02.1,7690
12873,31:02.1,4173
13075,31:02.1,12350
13250,31:02.1,4885
13280,31:02.1,1995
13284,31:02.1,11308
13394,31:02.1,1165
13398,31:02.1,8134
13521,31:02.1,3916
13581,31:02.1,6778
13647,31:02.1,3832
13650,31:02.1,11117
13730,31:02.1,10303
13735,31:02.1,561
13755,31:02.1,11448
13784,31:02.1,8144
13859,31:02.1,1107
13968,31:02.1,11360
14001,31:02.1,2734
14024,31:02.1,884
14053,31:02.1,10438
14068,31:02.1,6869
14106,31:02.1,4597
14147,31:02.1,6916
14159,31:02.1,809
14210,31:02.1,11654
14247,31:02.1,2093
14263,31:02.1,3996
14291,31:02.1,2604
14317,31:02.1,7281
14339,31:02.1,746
14372,31:02.1,4160
14448,31:02.1,3574
14490,31:02.1,11851
14550,31:02.1,5689
14561,31:02.1,5280
14610,31:02.1,5257
14675,31:02.1,11403
14726,31:02.1,8702
14804,31:02.1,7611
14836,31:02.1,7666
15017,31:02.1,9967
15046,31:02.1,9477
15079,31:02.1,5313
15081,31:02.1,7499
15089,31:02.1,10089
15100,31:02.1,4067
15121,31:02.1,6686
15153,31:02.1,9392
15200,31:02.1,10824
15217,31:02.1,1543
15268,31:02.1,4581
15278,31:02.1,3934
15352,31:02.1,7630
15454,31:02.1,1698
15543,31:02.1,6559
15640,31:02.1,6977
15679,31:02.1,1507
15722,31:02.1,12224
15732,31:02.1,2881
15754,31:02.1,6250
15773,31:02.1,1780
15810,31:02.1,49
15923,31:02.1,10499
15925,31:02.1,5813
15969,31:02.1,6146
16075,31:02.1,7051
16120,31:02.1,3755
16193,31:02.1,9571
16248,31:02.1,11233
16264,31:02.1,5529
16266,31:02.1,10307
16289,31:02.1,7415
16308,31:02.1,670
16392,31:02.1,2940
16459,31:02.1,8102
16463,31:02.1,4941
16498,31:02.1,8272
16500,31:02.1,3780
16532,31:02.1,731
16553,31:02.1,4509
16580,31:02.1,8695
16630,31:02.1,8201
16651,31:02.1,4961
16656,31:02.1,3957
16716,31:02.1,10869
16748,31:02.1,660
16809,31:02.1,1317
16811,31:02.1,6906
16814,31:02.1,8808
16819,31:02.1,409
16826,31:02.1,6101
16842,31:02.1,3420
16846,31:02.1,4822
16947,31:02.1,7515
16959,31:02.1,1714
16993,31:02.1,10565
17035,31:02.1,221
17104,31:02.1,2513
17174,31:02.1,8430
17197,31:02.1,1540
17230,31:02.1,12077
17245,31:02.1,6260
17436,31:02.1,235
17478,31:02.1,9305
