6086,31:02.1,1565
6087,31:02.1,5147
6088,31:02.1,5113
6089,31:02.1,11418
6091,31:02.1,8511
6093,31:02.1,8857
6094,31:02.1,12187
6097,31:02.1,2058
6100,31:02.1,8522
6102,31:02.1,1048
6105,31:02.1,10447
6110,31:02.1,4121
6116,31:02.1,2546
6118,31:02.1,1981
6120,31:02.1,95
6124,31:02.1,7776
6127,31:02.1,8415
6129,31:02.1,6154
6130,31:02.1,7592
6132,31:02.1,2415
6137,31:02.1,3253
6138,31:02.1,5409
6148,31:02.1,4645
6150,31:02.1,7449
6153,31:02.1,8148
6156,31:02.1,10316
6159,31:02.1,12247
6160,31:02.1,12434
6161,31:02.1,6784
6167,31:02.1,1788
6169,31:02.1,2805
6170,31:02.1,7278
6171,31:02.1,6552
6173,31:02.1,6402
6175,31:02.1,7225
6184,31:02.1,3379
6190,31:02.1,5296
6191,31:02.1,1910
6193,31:02.1,8934
6194,31:02.1,1127
6195,31:02.1,1918
6198,31:02.1,2636
6201,31:02.1,7387
6209,31:02.1,6514
6213,31:02.1,5070
6215,31:02.1,1468
6217,31:02.1,8567
6218,31:02.1,4357
6220,31:02.1,4698
6222,31:02.1,5967
6224,31:02.1,8691
6226,31:02.1,9712
6227,31:02.1,3957
6232,31:02.1,1394
6234,31:02.1,4909
6237,31:02.1,4774
6242,31:02.1,11922
6247,31:02.1,93
6249,31:02.1,1258
6251,31:02.1,10129
6252,31:02.1,9091
6262,31:02.1,3330
6263,31:02.1,10557
6264,31:02.1,12177
6267,31:02.1,6865
6270,31:02.1,2793
6271,31:02.1,7203
6272,31:02.1,1666
6277,31:02.1,4715
6278,31:02.1,11793
6279,31:02.1,11196
6281,31:02.1,2303
6282,31:02.1,7094
6284,31:02.1,12011
6285,31:02.1,1232
6287,31:02.1,11553
6295,31:02.1,4993
6301,31:02.1,4418
6302,31:02.1,7950
6303,31:02.1,1650
6305,31:02.1,8040
6307,31:02.1,3608
6308,31:02.1,7424
6309,31:02.1,1999
6312,31:02.1,3114
6313,31:02.1,8291
6314,31:02.1,3942
6317,31:02.1,8171
6318,31:02.1,6892
6319,31:02.1,9962
6320,31:02.1,675
6321,31:02.1,4553
6322,31:02.1,10229
6323,31:02.1,4290
6328,31:02.1,8658
6332,31:02.1,10044
6334,31:02.1,8863
6337,31:02.1,535
6353,31:02.1,5600
6354,31:02.1,5802
6360,31:02.1,2388
6361,31:02.1,1617
6363,31:02.1,9049
6365,31:02.1,6425
6366,31:02.1,8693
6367,31:02.1,760
6368,31:02.1,9236
6372,31:02.1,8152
6374,31:02.1,726
6375,31:02.1,3708
6380,31:02.1,8157
6383,31:02.1,2350
6388,31:02.1,2364
6395,31:02.1,5019
6397,31:02.1,727
6399,31:02.1,3076
6402,31:02.1,8645
6404,31:02.1,2270
6405,31:02.1,99
6412,31:02.1,10777
6414,31:02.1,4381
6417,31:02.1,10539
6419,31:02.1,2108
6420,31:02.1,5550
6422,31:02.1,10992
6423,31:02.1,2693
6424,31:02.1,5966
6427,31:02.1,3615
6429,31:02.1,8076
6435,31:02.1,10175
6438,31:02.1,2786
6446,31:02.1,7269
6447,31:02.1,12291
6451,31:02.1,3621
6456,31:02.1,10399
6459,31:02.1,2315
6460,31:02.1,3134
6466,31:02.1,10761
6471,31:02.1,628
6475,31:02.1,6894
6486,31:02.1,5833
6488,31:02.1,3976
6492,31:02.1,4583
6493,31:02.1,6709
6495,31:02.1,9993
6496,31:02.1,9029
6501,31:02.1,1949
6502,31:02.1,6505
6508,31:02.1,4100
6510,31:02.1,12311
6511,31:02.1,4867
6515,31:02.1,6101
6518,31:02.1,10006
6520,31:02.1,10416
6524,31:02.1,12119
6528,31:02.1,2983
6533,31:02.1,5220
6534,31:02.1,7820
6535,31:02.1,1855
6536,31:02.1,12024
6540,31:02.1,5155
6541,31:02.1,4022
6553,31:02.1,3493
6556,31:02.1,11093
6567,31:02.1,7177
6573,31:02.1,4186
6576,31:02.1,5324
6577,31:02.1,12327
6579,31:02.1,1011
6592,31:02.1,10394
6594,31:02.1,3262
6596,31:02.1,9189
6600,31:02.1,4566
6603,31:02.1,9198
6605,31:02.1,1159
6606,31:02.1,4708
6609,31:02.1,11099
6610,31:02.1,9510
6613,31:02.1,11275
6614,31:02.1,2042
6620,31:02.1,9212
6621,31:02.1,221
6627,31:02.1,8715
6629,31:02.1,3668
6636,31:02.1,1379
6638,31:02.1,3149
6641,31:02.1,100
6645,31:02.1,1359
6648,31:02.1,9373
6651,31:02.1,10112
6653,31:02.1,5122
6656,31:02.1,12410
6657,31:02.1,12014
6662,31:02.1,11350
6663,31:02.1,1535
6664,31:02.1,1654
6672,31:02.1,9007
6673,31:02.1,12114
6675,31:02.1,4007
6680,31:02.1,4226
