11745,31:02.1,134
11748,31:02.1,3807
11754,31:02.1,2588
11759,31:02.1,12162
11769,31:02.1,6275
11776,31:02.1,1259
11781,31:02.1,10845
11786,31:02.1,2097
11793,31:02.1,5558
11799,31:02.1,879
11802,31:02.1,7020
11812,31:02.1,7154
11816,31:02.1,10265
11817,31:02.1,8194
11820,31:02.1,809
11828,31:02.1,11009
11831,31:02.1,413
11837,31:02.1,2359
11838,31:02.1,4078
11841,31:02.1,1242
11848,31:02.1,1483
11851,31:02.1,9252
11862,31:02.1,4989
11877,31:02.1,11440
11885,31:02.1,188
11915,31:02.1,6428
11925,31:02.1,2213
11941,31:02.1,12399
11948,31:02.1,8470
11950,31:02.1,9979
11951,31:02.1,1505
11952,31:02.1,9163
11964,31:02.1,5357
11971,31:02.1,11382
11975,31:02.1,5715
11976,31:02.1,7556
11978,31:02.1,2477
11990,31:02.1,3031
12002,31:02.1,1647
12005,31:02.1,8276
12009,31:02.1,994
12014,31:02.1,1394
12016,31:02.1,5867
12035,31:02.1,11814
12041,31:02.1,7542
12053,31:02.1,10639
12055,31:02.1,11126
12063,31:02.1,9285
12064,31:02.1,10294
12067,31:02.1,5550
12069,31:02.1,2144
12075,31:02.1,11700
12089,31:02.1,2705
12104,31:02.1,8844
12105,31:02.1,5550
12107,31:02.1,6961
12118,31:02.1,9704
12142,31:02.1,6795
12148,31:02.1,3138
12158,31:02.1,9253
12159,31:02.1,2608
12168,31:02.1,12276
12207,31:02.1,4600
12210,31:02.1,11809
12212,31:02.1,7116
12213,31:02.1,9953
12214,31:02.1,10789
12217,31:02.1,3048
12222,31:02.1,11811
12223,31:02.1,8104
12226,31:02.1,3897
12229,31:02.1,4669
12232,31:02.1,9726
12252,31:02.1,6221
12254,31:02.1,3097
12256,31:02.1,1654
12258,31:02.1,11464
12260,31:02.1,11689
12263,31:02.1,9203
12266,31:02.1,616
12278,31:02.1,10793
12283,31:02.1,11582
12286,31:02.1,1505
12290,31:02.1,8693
12302,31:02.1,2365
12325,31:02.1,5245
12329,31:02.1,8192
12335,31:02.1,4253
12359,31:02.1,9473
12363,31:02.1,8520
12384,31:02.1,9583
12396,31:02.1,10467
12401,31:02.1,11453
12404,31:02.1,12427
12407,31:02.1,2121
12417,31:02.1,840
12427,31:02.1,2092
12439,31:02.1,8456
12440,31:02.1,8260
12450,31:02.1,3947
12468,31:02.1,9249
12473,31:02.1,9858
12506,31:02.1,10861
12508,31:02.1,1822
12517,31:02.1,8386
12529,31:02.1,11741
12533,31:02.1,7243
12538,31:02.1,5414
12539,31:02.1,3985
12548,31:02.1,1641
12549,31:02.1,1451
12550,31:02.1,5755
12556,31:02.1,11014
12557,31:02.1,6616
12565,31:02.1,11199
12580,31:02.1,2542
12585,31:02.1,2915
12596,31:02.1,856
12599,31:02.1,203
12602,31:02.1,12157
12603,31:02.1,10634
12609,31:02.1,367
12624,31:02.1,5979
12626,31:02.1,8222
12632,31:02.1,1691
12634,31:02.1,6085
12641,31:02.1,10844
12657,31:02.1,1835
12659,31:02.1,118
12673,31:02.1,3223
12676,31:02.1,11646
12684,31:02.1,7826
12693,31:02.1,11301
12703,31:02.1,1102
12713,31:02.1,11427
12721,31:02.1,10552
12722,31:02.1,9411
12741,31:02.1,4482
12759,31:02.1,7076
12760,31:02.1,4713
12777,31:02.1,11952
12803,31:02.1,7037
12805,31:02.1,403
12834,31:02.1,7282
12857,31:02.1,9642
12858,31:02.1,1548
12861,31:02.1,1005
12875,31:02.1,6468
12903,31:02.1,7522
12923,31:02.1,11650
12934,31:02.1,9216
12944,31:02.1,10189
12946,31:02.1,2080
12947,31:02.1,10431
12959,31:02.1,9681
12969,31:02.1,5551
12972,31:02.1,1351
12978,31:02.1,12177
13001,31:02.1,168
13002,31:02.1,2753
13005,31:02.1,6671
13020,31:02.1,8380
13021,31:02.1,2106
13025,31:02.1,5829
13027,31:02.1,9951
13034,31:02.1,272
13042,31:02.1,5959
13046,31:02.1,10765
13057,31:02.1,7144
13071,31:02.1,7891
13076,31:02.1,4862
13078,31:02.1,11663
13081,31:02.1,10406
13083,31:02.1,7261
13084,31:02.1,12103
13086,31:02.1,6494
13096,31:02.1,3964
13106,31:02.1,3884
13111,31:02.1,6192
13112,31:02.1,5690
13114,31:02.1,9755
13122,31:02.1,6139
13129,31:02.1,7283
13133,31:02.1,8500
13136,31:02.1,2163
13146,31:02.1,11204
13164,31:02.1,3098
13170,31:02.1,11770
13173,31:02.1,11257
13175,31:02.1,6890
13179,31:02.1,8703
13187,31:02.1,7670
13191,31:02.1,11455
13193,31:02.1,11656
13199,31:02.1,6199
13220,31:02.1,2032
13224,31:02.1,2567
13244,31:02.1,8374
13268,31:02.1,7997
13273,31:02.1,2592
