24551,31:02.1,8078
24567,31:02.1,3046
24591,31:02.1,2958
24598,31:02.1,7429
24618,31:02.1,2555
24631,31:02.1,8459
24633,31:02.1,437
24643,31:02.1,5566
24647,31:02.1,1833
24674,31:02.1,6595
24684,31:02.1,9134
24689,31:02.1,2896
24694,31:02.1,5381
24713,31:02.1,9812
24719,31:02.1,8368
24721,31:02.1,2221
24727,31:02.1,5644
24733,31:02.1,3736
24740,31:02.1,8201
24754,31:02.1,8750
24767,31:02.1,11890
24784,31:02.1,6474
24788,31:02.1,6180
24795,31:02.1,6406
24797,31:02.1,3765
24803,31:02.1,9080
24808,31:02.1,731
24815,31:02.1,1553
24816,31:02.1,5879
24825,31:02.1,3714
24864,31:02.1,7721
24873,31:02.1,1346
24889,31:02.1,3456
24890,31:02.1,7879
24897,31:02.1,5637
24904,31:02.1,3694
24910,31:02.1,7708
24922,31:02.1,3817
24933,31:02.1,11828
24936,31:02.1,5340
24947,31:02.1,11476
24950,31:02.1,9697
24956,31:02.1,2071
24958,31:02.1,5876
24991,31:02.1,1765
24994,31:02.1,10161
25007,31:02.1,5603
25017,31:02.1,8715
25019,31:02.1,4045
25023,31:02.1,987
25039,31:02.1,3771
25054,31:02.1,660
25055,31:02.1,9320
25067,31:02.1,5608
25103,31:02.1,7841
25107,31:02.1,10386
25111,31:02.1,9586
25115,31:02.1,7436
25117,31:02.1,4435
25126,31:02.1,12291
25128,31:02.1,9212
25138,31:02.1,8358
25142,31:02.1,1850
25146,31:02.1,2007
25157,31:02.1,5547
25165,31:02.1,9633
25173,31:02.1,1134
25175,31:02.1,5766
25204,31:02.1,7629
25208,31:02.1,4807
25210,31:02.1,11367
25211,31:02.1,2909
25235,31:02.1,7746
25251,31:02.1,12028
25256,31:02.1,10063
25263,31:02.1,2600
25267,31:02.1,12102
25284,31:02.1,7660
25292,31:02.1,2433
25298,31:02.1,11612
25309,31:02.1,9159
25313,31:02.1,194
25327,31:02.1,5303
25332,31:02.1,8245
25339,31:02.1,7319
25341,31:02.1,5499
25347,31:02.1,9416
25355,31:02.1,4438
25358,31:02.1,8527
25368,31:02.1,12397
25377,31:02.1,7530
25383,31:02.1,3613
25399,31:02.1,5367
25414,31:02.1,11012
25425,31:02.1,12236
25431,31:02.1,5283
25437,31:02.1,11951
25454,31:02.1,8680
25455,31:02.1,5111
25464,31:02.1,7039
25467,31:02.1,12267
25489,31:02.1,11898
25494,31:02.1,5319
25496,31:02.1,8492
25502,31:02.1,4120
25532,31:02.1,2508
25534,31:02.1,11379
25535,31:02.1,1838
25537,31:02.1,5645
25554,31:02.1,4504
25558,31:02.1,2947
25567,31:02.1,7249
25573,31:02.1,8965
25591,31:02.1,3704
25602,31:02.1,4594
25604,31:02.1,7018
25607,31:02.1,3320
25614,31:02.1,12431
25621,31:02.1,2028
25635,31:02.1,1988
25647,31:02.1,10378
25650,31:02.1,10712
25664,31:02.1,7110
25677,31:02.1,2110
25684,31:02.1,119
25717,31:02.1,3799
25729,31:02.1,866
25737,31:02.1,2237
25746,31:02.1,1430
25748,31:02.1,2461
25758,31:02.1,906
25763,31:02.1,6220
25764,31:02.1,10263
25765,31:02.1,3893
25768,31:02.1,4041
25771,31:02.1,1161
25821,31:02.1,4196
25825,31:02.1,2136
25834,31:02.1,6726
25837,31:02.1,9200
25858,31:02.1,10175
25863,31:02.1,11519
25869,31:02.1,5867
25891,31:02.1,3037
25899,31:02.1,8068
25900,31:02.1,2382
25932,31:02.1,2027
25935,31:02.1,7455
25956,31:02.1,8127
25963,31:02.1,11546
25965,31:02.1,11642
25966,31:02.1,206
25975,31:02.1,11405
25990,31:02.1,4870
25991,31:02.1,4987
26005,31:02.1,4761
26006,31:02.1,7999
26010,31:02.1,10714
26020,31:02.1,7481
26021,31:02.1,8700
26028,31:02.1,8266
26029,31:02.1,1154
26042,31:02.1,7821
26043,31:02.1,1005
26044,31:02.1,10927
26067,31:02.1,11849
26070,31:02.1,10104
26072,31:02.1,8183
26081,31:02.1,10321
26087,31:02.1,2642
26094,31:02.1,5583
26096,31:02.1,2555
26098,31:02.1,5347
26122,31:02.1,10768
26123,31:02.1,10521
26127,31:02.1,314
26129,31:02.1,10881
26147,31:02.1,1614
26161,31:02.1,256
26169,31:02.1,8155
26180,31:02.1,12091
26184,31:02.1,6316
26198,31:02.1,11411
26224,31:02.1,4164
26259,31:02.1,5582
26268,31:02.1,6982
26287,31:02.1,4621
26291,31:02.1,4297
26302,31:02.1,8630
26312,31:02.1,251
26319,31:02.1,10387
26321,31:02.1,377
26356,31:02.1,3280
26377,31:02.1,6357
26378,31:02.1,8755
26383,31:02.1,4618
26392,31:02.1,8434
26400,31:02.1,195
26405,31:02.1,4795
26411,31:02.1,4094
